customer_id,avg_distance_to_shops,min_distance_to_shops,max_distance_to_shops,products_purchased,unique_products_purchased,amount_purchased,avg_purchase,avg_price,shops_used,distance_shop_1,distance_shop_2,distance_shop_3,distance_shop_4,distance_shop_5,products_purchased_shop_1,products_purchased_shop_2,products_purchased_shop_3,products_purchased_shop_4,products_purchased_shop_5,unique_products_purchased_shop_1,unique_products_purchased_shop_2,unique_products_purchased_shop_3,unique_products_purchased_shop_4,unique_products_purchased_shop_5,amount_purchased_shop_1,amount_purchased_shop_2,amount_purchased_shop_3,amount_purchased_shop_4,amount_purchased_shop_5,avg_purchase_shop_1,avg_purchase_shop_2,avg_purchase_shop_3,avg_purchase_shop_4,avg_purchase_shop_5,avg_price_shop_1,avg_price_shop_2,avg_price_shop_3,avg_price_shop_4,avg_price_shop_5
34462,2931.4893,2931.4893,2931.4893,46,31,92.333,2.978484,2.1623871,1,2860.0442,2931.4893,2013.0901,2609.6047,2080.0615,0,46,0,0,0,0,31,0,0,0,0,92.333,0,0,0,0,2.978484,0,0,0,0,2.1623871,0,0,0
34467,2183.6538,2183.6538,2183.6538,8,7,112.779,16.111286,14.980429,1,2183.6538,1419.3718,523.53296,2948.9587,1323.5166,8,0,0,0,0,7,0,0,0,0,112.779,0,0,0,0,16.111286,0,0,0,0,14.980429,0,0,0,0
34469,1122.8185,1122.8185,1122.8185,19,15,117.115,7.807667,6.5158668,1,1122.8185,2173.7866,596.55133,2232.8015,415.3541,19,0,0,0,0,15,0,0,0,0,117.115,0,0,0,0,7.807667,0,0,0,0,6.5158668,0,0,0,0
34482,230.41753,230.41753,230.41753,778,354,1853.551,5.2360196,2.79074,1,230.41753,3467.7175,1945.256,1588.2472,1122.971,778,0,0,0,0,354,0,0,0,0,1853.551,0,0,0,0,5.2360196,0,0,0,0,2.79074,0,0,0,0
34484,1062.0186,1062.0186,1062.0186,1,1,6.244,6.244,6.244,1,2755.3396,1062.0186,1554.3019,4102.44,2289.4438,0,1,0,0,0,0,1,0,0,0,0,6.244,0,0,0,0,6.244,0,0,0,0,6.244,0,0,0
34499,1362.2588,1362.2588,1362.2588,396,137,1457.302,10.637241,4.064949,1,3315.1357,1362.2588,1660.2919,3863.5476,2434.08,0,396,0,0,0,0,137,0,0,0,0,1457.302,0,0,0,0,10.637241,0,0,0,0,4.064949,0,0,0
34507,4657.8364,4657.8364,4657.8364,337,181,668.576,3.69379,2.372232,1,4657.8364,7910.2007,6322.0557,3950.4778,5403.806,337,0,0,0,0,181,0,0,0,0,668.576,0,0,0,0,3.69379,0,0,0,0,2.372232,0,0,0,0
34535,898.19714,898.19714,898.19714,1,1,3.909,3.909,3.909,1,1781.273,3744.9177,2210.4844,898.19714,1525.5524,0,0,0,1,0,0,0,0,1,0,0,0,0,3.909,0,0,0,0,3.909,0,0,0,0,3.909,0
34536,5151.4683,5151.4683,5151.4683,125,85,417.579,4.912694,3.3562589,1,5151.4683,8379.71,6770.38,4272.1914,5846.0586,125,0,0,0,0,85,0,0,0,0,417.579,0,0,0,0,4.912694,0,0,0,0,3.3562589,0,0,0,0
34548,2677.9224,2677.9224,2677.9224,27,25,112.215,4.4886,4.22996,1,1808.1318,2677.9224,1277.9647,1866.3785,1045.2007,0,27,0,0,0,0,25,0,0,0,0,112.215,0,0,0,0,4.4886,0,0,0,0,4.22996,0,0,0
34552,1335.407,1335.407,1335.407,1174,325,2497.792,7.685514,2.647566,1,1335.407,2788.2139,1222.3434,1559.1172,655.7024,1174,0,0,0,0,325,0,0,0,0,2497.792,0,0,0,0,7.685514,0,0,0,0,2.647566,0,0,0,0
34561,1939.184,1939.184,1939.184,1326,309,4062.109,13.145984,4.0837507,1,1939.184,4598.6064,2991.1453,342.6033,2137.5793,1326,0,0,0,0,309,0,0,0,0,4062.109,0,0,0,0,13.145984,0,0,0,0,4.0837507,0,0,0,0
34569,1171.0905,1171.0905,1171.0905,451,202,1228.056,6.079485,3.5064802,1,1171.0905,4244.09,2622.944,653.4929,1698.6422,451,0,0,0,0,202,0,0,0,0,1228.056,0,0,0,0,6.079485,0,0,0,0,3.5064802,0,0,0,0
34581,1749.4316,1749.4316,1749.4316,501,84,852.925,10.153869,1.9314643,1,2476.4475,1749.4316,1020.817,2933.3923,1582.3583,0,501,0,0,0,0,84,0,0,0,0,852.925,0,0,0,0,10.153869,0,0,0,0,1.9314643,0,0,0
34582,5833.32,5833.32,5833.32,256,154,848.079,5.5070066,4.392513,1,5833.32,2634.8484,4261.0615,6945.085,5175.509,256,0,0,0,0,154,0,0,0,0,848.079,0,0,0,0,5.5070066,0,0,0,0,4.392513,0,0,0,0
34587,1770.461,1770.461,1770.461,1,1,9.762,9.762,9.762,1,2465.7012,1793.6152,1770.461,3967.4338,2243.985,0,0,1,0,0,0,0,1,0,0,0,0,9.762,0,0,0,0,9.762,0,0,0,0,9.762,0,0
34593,318.12158,318.12158,318.12158,33,23,127.552,5.545739,3.2243044,1,580.8783,2757.1362,1167.7487,1733.7029,318.12158,0,0,0,0,33,0,0,0,0,23,0,0,0,0,127.552,0,0,0,0,5.545739,0,0,0,0,3.2243044
34602,1170.2645,1170.2645,1170.2645,1,1,9.125,9.125,9.125,1,3051.8223,1170.2645,1888.1218,4427.372,2618.1975,0,1,0,0,0,0,1,0,0,0,0,9.125,0,0,0,0,9.125,0,0,0,0,9.125,0,0,0
34613,2327.7822,2327.7822,2327.7822,232,153,465.225,3.0406864,2.108327,1,2327.7822,2348.514,1295.3495,2466.4683,1475.1204,232,0,0,0,0,153,0,0,0,0,465.225,0,0,0,0,3.0406864,0,0,0,0,2.108327,0,0,0,0
34615,1695.2133,1695.2133,1695.2133,41,30,78.007,2.6002333,1.8401333,1,2287.31,3343.2334,2029.8916,1746.9678,1695.2133,0,0,0,0,41,0,0,0,0,30,0,0,0,0,78.007,0,0,0,0,2.6002333,0,0,0,0,1.8401333
34625,2157.5342,2157.5342,2157.5342,1908,447,4874.433,10.904772,2.70934,1,3567.8257,2157.5342,2107.9338,3777.649,2676.935,0,1908,0,0,0,0,447,0,0,0,0,4874.433,0,0,0,0,10.904772,0,0,0,0,2.70934,0,0,0
34626,861.6437,861.6437,861.6437,22,19,32.348,1.7025263,1.5862105,1,1405.3666,2422.5757,861.6437,1907.9275,551.0724,0,0,22,0,0,0,0,19,0,0,0,0,32.348,0,0,0,0,1.7025263,0,0,0,0,1.5862105,0,0
34630,2460.8154,2460.8154,2460.8154,344,165,730.395,4.426636,2.4019394,1,2460.8154,3327.7979,2089.1736,1935.7886,1831.5471,344,0,0,0,0,165,0,0,0,0,730.395,0,0,0,0,4.426636,0,0,0,0,2.4019394,0,0,0,0
34639,2778.823,2778.823,2778.823,8,7,49.414,7.059143,6.4114285,1,2778.823,1434.1309,1799.4993,4213.756,2430.445,8,0,0,0,0,7,0,0,0,0,49.414,0,0,0,0,7.059143,0,0,0,0,6.4114285,0,0,0,0
34641,2182.3796,2182.3796,2182.3796,855,227,1287.604,5.672264,1.8346916,1,1921.6183,4669.2993,3053.9,363.28506,2182.3796,0,0,0,0,855,0,0,0,0,227,0,0,0,0,1287.604,0,0,0,0,5.672264,0,0,0,0,1.8346916
34669,1950.6078,1950.6078,1950.6078,4064,656,8554.959,13.041096,2.9036982,1,1950.6078,1953.129,693.77,2476.637,1056.8523,4064,0,0,0,0,656,0,0,0,0,8554.959,0,0,0,0,13.041096,0,0,0,0,2.9036982,0,0,0,0
34677,2118.8162,2118.8162,2118.8162,86,59,269.553,4.568695,3.4221017,1,2118.8162,4551.7114,2975.0215,572.09955,2178.0842,86,0,0,0,0,59,0,0,0,0,269.553,0,0,0,0,4.568695,0,0,0,0,3.4221017,0,0,0,0
34679,1796.6283,1796.6283,1796.6283,7,7,11.095,1.585,1.585,1,2854.483,2586.3918,1796.6283,2804.0825,2018.0576,0,0,7,0,0,0,0,7,0,0,0,0,11.095,0,0,0,0,1.585,0,0,0,0,1.585,0,0
34693,382.7691,382.7691,382.7691,37,28,87.786,3.1352143,2.6206787,1,1787.8132,4658.627,3034.2034,382.7691,2138.4407,0,0,0,37,0,0,0,0,28,0,0,0,0,87.786,0,0,0,0,3.1352143,0,0,0,0,2.6206787,0
34704,3258.696,3258.696,3258.696,10,10,13.473,1.3473,1.3473,1,2195.6995,3258.696,1927.2317,1721.713,1590.2162,0,10,0,0,0,0,10,0,0,0,0,13.473,0,0,0,0,1.3473,0,0,0,0,1.3473,0,0,0
34713,1942.5354,1942.5354,1942.5354,837,265,2032.185,7.6686225,2.8180604,1,1942.5354,4207.631,2645.602,604.0219,1884.9381,837,0,0,0,0,265,0,0,0,0,2032.185,0,0,0,0,7.6686225,0,0,0,0,2.8180604,0,0,0,0
34714,879.3844,879.3844,879.3844,877,346,1890.096,5.462705,2.6284163,1,879.3844,3435.406,1808.7402,909.6819,912.2617,877,0,0,0,0,346,0,0,0,0,1890.096,0,0,0,0,5.462705,0,0,0,0,2.6284163,0,0,0,0
34730,1628.111,1628.111,1628.111,115,82,660.817,8.0587435,7.0481586,1,1628.111,2655.7585,1183.0365,1786.0913,865.2654,115,0,0,0,0,82,0,0,0,0,660.817,0,0,0,0,8.0587435,0,0,0,0,7.0481586,0,0,0,0
34732,3223.4863,3223.4863,3223.4863,16,12,27.658,2.3048334,2.0406666,1,897.91766,3223.4863,1598.7891,1100.2512,723.4458,0,16,0,0,0,0,12,0,0,0,0,27.658,0,0,0,0,2.3048334,0,0,0,0,2.0406666,0,0,0
34733,462.48557,462.48557,462.48557,40,33,91.782,2.7812726,2.2472727,1,3661.6655,462.48557,1983.4723,4625.841,2908.002,0,40,0,0,0,0,33,0,0,0,0,91.782,0,0,0,0,2.7812726,0,0,0,0,2.2472727,0,0,0
34741,375.04507,375.04507,375.04507,111,66,235.83,3.5731819,2.2196212,1,3098.7988,375.04507,1406.1981,4047.7698,2329.825,0,111,0,0,0,0,66,0,0,0,0,235.83,0,0,0,0,3.5731819,0,0,0,0,2.2196212,0,0,0
34748,1601.7545,1601.7545,1601.7545,90,74,234.718,3.1718647,2.8221352,1,1601.7545,2920.6487,1425.0023,1547.3384,957.6314,90,0,0,0,0,74,0,0,0,0,234.718,0,0,0,0,3.1718647,0,0,0,0,2.8221352,0,0,0,0
34752,2060.0796,2060.0796,2060.0796,1999,521,4950.277,9.501492,4.037568,1,2060.0796,3011.7185,1672.5564,1790.2346,1387.656,1999,0,0,0,0,521,0,0,0,0,4950.277,0,0,0,0,9.501492,0,0,0,0,4.037568,0,0,0,0
34763,1084.946,1084.946,1084.946,3,2,5.742,2.871,1.8785,1,2109.9263,3918.0208,2436.6802,1084.946,1817.5122,0,0,0,3,0,0,0,0,2,0,0,0,0,5.742,0,0,0,0,2.871,0,0,0,0,1.8785,0
34764,534.98,534.98,534.98,21,20,137.272,6.8636,6.76095,1,534.98,2893.2283,1288.3328,1574.696,384.0044,21,0,0,0,0,20,0,0,0,0,137.272,0,0,0,0,6.8636,0,0,0,0,6.76095,0,0,0,0
34784,164.82315,164.82315,164.82315,120,85,268.202,3.1553175,2.4079647,1,3199.9387,164.82315,1612.4344,4305.149,2520.6194,0,120,0,0,0,0,85,0,0,0,0,268.202,0,0,0,0,3.1553175,0,0,0,0,2.4079647,0,0,0
34785,2779.8152,2779.8152,2779.8152,70,55,240.45,4.371818,3.8573818,1,2779.8152,1714.1044,1970.5817,4267.136,2520.0874,70,0,0,0,0,55,0,0,0,0,240.45,0,0,0,0,4.371818,0,0,0,0,3.8573818,0,0,0,0
34806,2581.6152,2581.6152,2581.6152,1625,422,4084.655,9.679277,3.4031231,1,2581.6152,4356.704,2920.1465,1332.7115,2325.2588,1625,0,0,0,0,422,0,0,0,0,4084.655,0,0,0,0,9.679277,0,0,0,0,3.4031231,0,0,0,0
34819,681.50446,681.50446,681.50446,339,161,630.402,3.9155405,1.9243292,1,2074.2063,1812.0825,681.50446,2635.6997,1180.7653,0,0,339,0,0,0,0,161,0,0,0,0,630.402,0,0,0,0,3.9155405,0,0,0,0,1.9243292,0,0
34828,1146.9669,1146.9669,1146.9669,2,2,18.066,9.033,9.033,1,1146.9669,4143.834,2518.6545,547.9646,1597.5641,2,0,0,0,0,2,0,0,0,0,18.066,0,0,0,0,9.033,0,0,0,0,9.033,0,0,0,0
34829,2812.1692,2812.1692,2812.1692,123,73,472.775,6.47637,4.8971233,1,2812.1692,1919.0417,1401.7672,3123.0916,1920.6985,123,0,0,0,0,73,0,0,0,0,472.775,0,0,0,0,6.47637,0,0,0,0,4.8971233,0,0,0,0
34839,1975.1589,1975.1589,1975.1589,304,136,547.571,4.0262575,2.1035588,1,1975.1589,3652.3638,2178.2495,1178.4292,1596.8723,304,0,0,0,0,136,0,0,0,0,547.571,0,0,0,0,4.0262575,0,0,0,0,2.1035588,0,0,0,0
34864,1754.5846,1754.5846,1754.5846,202,103,585.555,5.685,2.623699,1,4994.0435,1754.5846,3380.2815,6052.8335,4301.0913,0,202,0,0,0,0,103,0,0,0,0,585.555,0,0,0,0,5.685,0,0,0,0,2.623699,0,0,0
34865,702.5324,702.5324,702.5324,1124,350,2485.984,7.1028113,2.7168515,1,702.5324,3845.9004,2242.1733,984.71564,1323.3729,1124,0,0,0,0,350,0,0,0,0,2485.984,0,0,0,0,7.1028113,0,0,0,0,2.7168515,0,0,0,0
34875,499.94437,499.94437,499.94437,1224,261,4012.989,15.375437,3.693184,1,3754.4968,499.94437,2103.9905,4769.759,3027.7969,0,1224,0,0,0,0,261,0,0,0,0,4012.989,0,0,0,0,15.375437,0,0,0,0,3.693184,0,0,0
34876,2022.2533,2022.2533,2022.2533,35,31,77.34,2.4948387,2.2125485,1,2022.2533,3516.4817,2077.761,1345.5497,1564.0504,35,0,0,0,0,31,0,0,0,0,77.34,0,0,0,0,2.4948387,0,0,0,0,2.2125485,0,0,0,0
34885,5261.133,5261.133,5261.133,332,166,2324.697,14.004199,8.272633,1,5261.133,8489.635,6880.2617,4379.6304,5955.9253,332,0,0,0,0,166,0,0,0,0,2324.697,0,0,0,0,14.004199,0,0,0,0,8.272633,0,0,0,0
34898,932.2924,932.2924,932.2924,182,140,461.958,3.2997,2.681943,1,4177.7896,932.2924,2507.9844,5148.2373,3432.6833,0,182,0,0,0,0,140,0,0,0,0,461.958,0,0,0,0,3.2997,0,0,0,0,2.681943,0,0,0
34916,343.391,343.391,343.391,3262,324,8151.365,25.158533,2.780682,1,3175.9868,343.391,1484.0605,4123.601,2407.6423,0,3262,0,0,0,0,324,0,0,0,0,8151.365,0,0,0,0,25.158533,0,0,0,0,2.780682,0,0,0
34930,1039.9725,1039.9725,1039.9725,533,211,1914.61,9.073981,5.3764405,1,1039.9725,3778.148,2151.3875,593.555,1249.8181,533,0,0,0,0,211,0,0,0,0,1914.61,0,0,0,0,9.073981,0,0,0,0,5.3764405,0,0,0,0
34931,2104.5732,2104.5732,2104.5732,5,4,75.472,18.868,16.4275,1,2104.5732,3161.7227,1813.4451,1712.6975,1479.5594,5,0,0,0,0,4,0,0,0,0,75.472,0,0,0,0,18.868,0,0,0,0,16.4275,0,0,0,0
34935,542.8282,542.8282,542.8282,23,21,54.129,2.5775714,2.4260476,1,1179.1921,2109.8533,542.8282,2297.3206,478.95407,0,0,23,0,0,0,0,21,0,0,0,0,54.129,0,0,0,0,2.5775714,0,0,0,0,2.4260476,0,0
34936,2582.9194,2582.9194,2582.9194,1948,534,4993.605,9.35132,3.6157885,1,2582.9194,1274.077,1515.6443,3975.9534,2177.3638,1948,0,0,0,0,534,0,0,0,0,4993.605,0,0,0,0,9.35132,0,0,0,0,3.6157885,0,0,0,0
34948,4498.136,4498.136,4498.136,11,9,44.956,4.995111,3.6974444,1,4498.136,7729.857,6123.479,3659.0234,5199.7603,11,0,0,0,0,9,0,0,0,0,44.956,0,0,0,0,4.995111,0,0,0,0,3.6974444,0,0,0,0
34954,1384.3147,1384.3147,1384.3147,1,1,3.173,3.173,3.173,1,1384.3147,1962.1489,835.5988,2778.2244,1031.1663,1,0,0,0,0,1,0,0,0,0,3.173,0,0,0,0,3.173,0,0,0,0,3.173,0,0,0,0
34958,3320.9565,3320.9565,3320.9565,28,22,72.739,3.3063183,2.1814091,1,3320.9565,68.57675,1683.5477,4363.8696,2604.534,28,0,0,0,0,22,0,0,0,0,72.739,0,0,0,0,3.3063183,0,0,0,0,2.1814091,0,0,0,0
34960,172.10852,172.10852,172.10852,39,27,65.884,2.440148,1.6712222,1,3172.615,172.10852,1511.8351,4182.574,2435.7437,0,39,0,0,0,0,27,0,0,0,0,65.884,0,0,0,0,2.440148,0,0,0,0,1.6712222,0,0,0
34972,4655.6895,4655.6895,4655.6895,13239,994,33138.887,33.33892,4.2454777,1,4655.6895,7888.951,6283.1245,3817.23,5359.493,13239,0,0,0,0,994,0,0,0,0,33138.887,0,0,0,0,33.33892,0,0,0,0,4.2454777,0,0,0,0
34981,2659.6663,2659.6663,2659.6663,6,6,6.251,1.0418333,1.0418333,1,2659.6663,1615.9679,1811.5927,4130.313,2372.527,6,0,0,0,0,6,0,0,0,0,6.251,0,0,0,0,1.0418333,0,0,0,0,1.0418333,0,0,0,0
34987,3334.0796,3334.0796,3334.0796,5,5,21.824,4.3648,4.3648,1,3334.0796,2287.2,1980.0425,3459.6697,2452.73,5,0,0,0,0,5,0,0,0,0,21.824,0,0,0,0,4.3648,0,0,0,0,4.3648,0,0,0,0
34992,1342.9944,1342.9944,1342.9944,31,28,952.953,34.034035,33.776108,1,1342.9944,4156.14,2530.3928,262.01923,1632.2311,31,0,0,0,0,28,0,0,0,0,952.953,0,0,0,0,34.034035,0,0,0,0,33.776108,0,0,0,0
34993,1164.9891,1164.9891,1164.9891,1131,340,2424.525,7.1309557,2.452303,1,4418.819,1164.9891,2756.0154,5399.441,3680.7917,0,1131,0,0,0,0,340,0,0,0,0,2424.525,0,0,0,0,7.1309557,0,0,0,0,2.452303,0,0,0
34996,3183.463,3183.463,3183.463,193,132,606.277,4.5930076,3.7216363,1,3183.463,1195.066,2010.3691,4559.3306,2749.2764,193,0,0,0,0,132,0,0,0,0,606.277,0,0,0,0,4.5930076,0,0,0,0,3.7216363,0,0,0,0
35005,2254.3223,2254.3223,2254.3223,630,199,1356.899,6.818588,3.1826532,1,2254.3223,2193.015,1130.0153,2507.658,1382.0767,630,0,0,0,0,199,0,0,0,0,1356.899,0,0,0,0,6.818588,0,0,0,0,3.1826532,0,0,0,0
35010,443.63727,443.63727,443.63727,1,1,9.762,9.762,9.762,1,3419.4453,443.63727,1717.8545,4329.6333,2638.0051,0,1,0,0,0,0,1,0,0,0,0,9.762,0,0,0,0,9.762,0,0,0,0,9.762,0,0,0
35013,1041.6653,1041.6653,1041.6653,2052,199,3345.662,16.812372,1.8092312,1,1029.0312,4244.2617,2650.378,1041.6653,1735.9933,0,0,0,2052,0,0,0,0,199,0,0,0,0,3345.662,0,0,0,0,16.812372,0,0,0,0,1.8092312,0
35026,1421.5386,1421.5386,1421.5386,5,4,9.202,2.3005,1.98925,1,2381.8699,2474.8398,1421.5386,2431.5227,1547.7732,0,0,5,0,0,0,0,4,0,0,0,0,9.202,0,0,0,0,2.3005,0,0,0,0,1.98925,0,0
35033,1876.0494,1876.0494,1876.0494,19,14,38.645,2.7603571,2.0175714,1,2253.7935,1876.0494,897.9387,2702.764,1360.3604,0,19,0,0,0,0,14,0,0,0,0,38.645,0,0,0,0,2.7603571,0,0,0,0,2.0175714,0,0,0
35034,2741.3582,2741.3582,2741.3582,603,223,1423.002,6.381175,3.169453,1,2741.3582,2989.2852,1984.6826,2450.626,1984.1288,603,0,0,0,0,223,0,0,0,0,1423.002,0,0,0,0,6.381175,0,0,0,0,3.169453,0,0,0,0
35042,1988.1765,1988.1765,1988.1765,4,4,8.163,2.04075,2.04075,1,1352.2761,1988.1765,835.1849,2746.4473,1003.051,0,4,0,0,0,0,4,0,0,0,0,8.163,0,0,0,0,2.04075,0,0,0,0,2.04075,0,0,0
35044,994.11145,994.11145,994.11145,417,191,1906.798,9.983235,5.974199,1,994.11145,2970.1548,1351.4348,1342.2678,534.3709,417,0,0,0,0,191,0,0,0,0,1906.798,0,0,0,0,9.983235,0,0,0,0,5.974199,0,0,0,0
35048,2249.8909,2249.8909,2249.8909,50,41,122.124,2.978634,2.3624146,1,2249.8909,2328.042,1228.4323,2418.7424,1395.1726,50,0,0,0,0,41,0,0,0,0,122.124,0,0,0,0,2.978634,0,0,0,0,2.3624146,0,0,0,0
35053,3567.8257,3567.8257,3567.8257,95,72,231.203,3.2111528,2.5892084,1,3567.8257,2157.5342,2107.9338,3777.649,2676.935,95,0,0,0,0,72,0,0,0,0,231.203,0,0,0,0,3.2111528,0,0,0,0,2.5892084,0,0,0,0
35059,2788.3752,2788.3752,2788.3752,1,1,3.969,3.969,3.969,1,2788.3752,1722.6416,1982.525,4276.9976,2530.8943,1,0,0,0,0,1,0,0,0,0,3.969,0,0,0,0,3.969,0,0,0,0,3.969,0,0,0,0
35067,3542.4346,3542.4346,3542.4346,70,44,185.985,4.226932,2.6577272,1,5913.002,3542.4346,4823.333,7366.378,5568.417,0,70,0,0,0,0,44,0,0,0,0,185.985,0,0,0,0,4.226932,0,0,0,0,2.6577272,0,0,0
35081,3579.0964,3579.0964,3579.0964,107,83,276.681,3.333506,2.6289036,1,3579.0964,1982.7057,2056.8984,3871.1746,2685.1733,107,0,0,0,0,83,0,0,0,0,276.681,0,0,0,0,3.333506,0,0,0,0,2.6289036,0,0,0,0
35091,1299.6998,1299.6998,1299.6998,40,34,91.639,2.6952648,2.2638824,1,2928.818,1299.6998,1278.5728,3524.2627,2049.7952,0,40,0,0,0,0,34,0,0,0,0,91.639,0,0,0,0,2.6952648,0,0,0,0,2.2638824,0,0,0
35094,2816.332,2816.332,2816.332,1847,356,4710.121,13.230677,2.9928484,1,5965.671,2816.332,4433.4473,7124.989,5338.82,0,1847,0,0,0,0,356,0,0,0,0,4710.121,0,0,0,0,13.230677,0,0,0,0,2.9928484,0,0,0
35119,118.07101,118.07101,118.07101,2766,304,4098.869,13.483122,1.8534309,1,1772.2233,1536.6946,118.07101,2795.302,1009.8917,0,0,2766,0,0,0,0,304,0,0,0,0,4098.869,0,0,0,0,13.483122,0,0,0,0,1.8534309,0,0
35126,254.74084,254.74084,254.74084,154,108,430.662,3.987611,2.9184816,1,3003.745,254.74084,1389.0507,4079.7778,2303.1287,0,154,0,0,0,0,108,0,0,0,0,430.662,0,0,0,0,3.987611,0,0,0,0,2.9184816,0,0,0
35128,4314.2354,4314.2354,4314.2354,4730,652,11010.163,16.886753,4.148454,1,4314.2354,7569.9062,5989.999,3674.7625,5075.332,4730,0,0,0,0,652,0,0,0,0,11010.163,0,0,0,0,16.886753,0,0,0,0,4.148454,0,0,0,0
